disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Congenital Endocrine Disorder 158,Congenital Endocrine Disorder 158 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Inflammation complications,2,1
Inflammatory Endocrine Disorder 159,Inflammatory Endocrine Disorder 159 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Metabolic imbalance,1,0
Metabolic Endocrine Disorder 160,Metabolic Endocrine Disorder 160 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Neurological complications,0,3
Acute Gastro Disorder 161,Acute Gastro Disorder 161 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Organ dysfunction,2,2
Chronic Gastro Disorder 162,Chronic Gastro Disorder 162 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Secondary infection,1,1
Autoimmune Gastro Disorder 163,Autoimmune Gastro Disorder 163 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Inflammation complications,0,0
Idiopathic Gastro Disorder 164,Idiopathic Gastro Disorder 164 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Metabolic imbalance,2,3
Primary Gastro Disorder 165,Primary Gastro Disorder 165 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Neurological complications,1,2
Secondary Gastro Disorder 166,Secondary Gastro Disorder 166 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Organ dysfunction,0,1
Progressive Gastro Disorder 167,Progressive Gastro Disorder 167 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Secondary infection,2,0
Congenital Gastro Disorder 168,Congenital Gastro Disorder 168 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Inflammation complications,1,3
Inflammatory Gastro Disorder 169,Inflammatory Gastro Disorder 169 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Metabolic imbalance,0,2
Metabolic Gastro Disorder 170,Metabolic Gastro Disorder 170 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Neurological complications,2,1
Acute Dermatologic Disorder 171,Acute Dermatologic Disorder 171 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Organ dysfunction,1,0
Chronic Dermatologic Disorder 172,Chronic Dermatologic Disorder 172 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Secondary infection,0,3
Autoimmune Dermatologic Disorder 173,Autoimmune Dermatologic Disorder 173 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Inflammation complications,2,2
Idiopathic Dermatologic Disorder 174,Idiopathic Dermatologic Disorder 174 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Metabolic imbalance,1,1
Primary Dermatologic Disorder 175,Primary Dermatologic Disorder 175 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Neurological complications,0,0
Secondary Dermatologic Disorder 176,Secondary Dermatologic Disorder 176 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Organ dysfunction,2,3
Progressive Dermatologic Disorder 177,Progressive Dermatologic Disorder 177 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Secondary infection,1,2
Congenital Dermatologic Disorder 178,Congenital Dermatologic Disorder 178 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Inflammation complications,0,1
Inflammatory Dermatologic Disorder 179,Inflammatory Dermatologic Disorder 179 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Metabolic imbalance,2,0
Metabolic Dermatologic Disorder 180,Metabolic Dermatologic Disorder 180 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Neurological complications,1,3
Acute Hematologic Disorder 181,Acute Hematologic Disorder 181 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Organ dysfunction,0,2
Chronic Hematologic Disorder 182,Chronic Hematologic Disorder 182 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Secondary infection,2,1
Autoimmune Hematologic Disorder 183,Autoimmune Hematologic Disorder 183 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Inflammation complications,1,0
Idiopathic Hematologic Disorder 184,Idiopathic Hematologic Disorder 184 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Metabolic imbalance,0,3
Primary Hematologic Disorder 185,Primary Hematologic Disorder 185 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Neurological complications,2,2
Secondary Hematologic Disorder 186,Secondary Hematologic Disorder 186 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Organ dysfunction,1,1
Progressive Hematologic Disorder 187,Progressive Hematologic Disorder 187 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Secondary infection,0,0
Congenital Hematologic Disorder 188,Congenital Hematologic Disorder 188 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Inflammation complications,2,3
Inflammatory Hematologic Disorder 189,Inflammatory Hematologic Disorder 189 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Metabolic imbalance,1,2
Metabolic Hematologic Disorder 190,Metabolic Hematologic Disorder 190 affects related physiological systems and may present with characteristic symptom clusters.,6,3,2,Progressive condition needing monitoring,Neurological complications,0,1
Acute Musculoskeletal Disorder 191,Acute Musculoskeletal Disorder 191 affects related physiological systems and may present with characteristic symptom clusters.,5,6,3,Chronic condition requiring long-term management,Organ dysfunction,2,0
Chronic Musculoskeletal Disorder 192,Chronic Musculoskeletal Disorder 192 affects related physiological systems and may present with characteristic symptom clusters.,2,0,4,Potentially severe if untreated,Secondary infection,1,3
Autoimmune Musculoskeletal Disorder 193,Autoimmune Musculoskeletal Disorder 193 affects related physiological systems and may present with characteristic symptom clusters.,7,4,1,Acute onset may resolve with care,Inflammation complications,0,2
Idiopathic Musculoskeletal Disorder 194,Idiopathic Musculoskeletal Disorder 194 affects related physiological systems and may present with characteristic symptom clusters.,1,1,2,Progressive condition needing monitoring,Metabolic imbalance,2,1
Primary Musculoskeletal Disorder 195,Primary Musculoskeletal Disorder 195 affects related physiological systems and may present with characteristic symptom clusters.,3,5,3,Chronic condition requiring long-term management,Neurological complications,1,0
Secondary Musculoskeletal Disorder 196,Secondary Musculoskeletal Disorder 196 affects related physiological systems and may present with characteristic symptom clusters.,4,2,4,Potentially severe if untreated,Organ dysfunction,0,3
Progressive Musculoskeletal Disorder 197,Progressive Musculoskeletal Disorder 197 affects related physiological systems and may present with characteristic symptom clusters.,0,7,1,Acute onset may resolve with care,Secondary infection,2,2
