Drug,Disease,Dosage,Side_Effects,Contraindications,Drug_Category,General_Precaution,Administration_Route,Population_Group,Risk_Level,Disclaimer
Metofloxacin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvefloxacin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopfloxacin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabafloxacin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefcycline2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levocycline2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxycycline2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Flucycline2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosicycline2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telicycline2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metocycline2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvecycline2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisopcycline2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabacycline2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Cefconazole2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levoconazole2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxyconazole2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Fluconazole2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosiconazole2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Teliconazole2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metoconazole2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carveconazole2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopconazole2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabaconazole2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefstatin2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levostatin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxystatin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Flustatin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosistatin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Telistatin2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metostatin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Carvestatin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisopstatin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabastatin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Cefsartan2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levosartan2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxysartan2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Flusartan2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosisartan2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Telisartan2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metosartan2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carvesartan2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopsartan2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabasartan2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefprolol2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levoprolol2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxyprolol2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Fluprolol2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosiprolol2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Teliprolol2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metoprolol2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carveprolol2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisopprolol2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabaprolol2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Cefdipine2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Levodipine2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Doxydipine2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Fludipine2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Rosidipine2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Telidipine2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Metodipine2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Carvedipine2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Bisopdipine2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Gabadipine2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Cefpentin2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Levopentin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Doxypentin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Flupentin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Rosipentin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Telipentin2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Metopentin2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Carvepentin2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Bisoppentin2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Gabapentin2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Cefsetron2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Levosetron2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Doxysetron2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Flusetron2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Rosisetron2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Telisetron2,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Metosetron2,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Carvesetron2,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Bisopsetron2,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Gabasetron2,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Cefxime3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Levoxime3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Doxyxime3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Fluxime3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Rosixime3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Telixime3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Metoxime3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Carvexime3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Bisopxime3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Gabaxime3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Ceffloxacin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Levofloxacin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Doxyfloxacin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Flufloxacin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Rosifloxacin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Telifloxacin3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Metofloxacin3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Carvefloxacin3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
Bisopfloxacin3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Low,Medium
Gabafloxacin3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Medium,Medium
Cefcycline3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,High,Medium
Levocycline3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Critical,Medium
Doxycycline3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Low,Medium
Flucycline3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Medium,Medium
Rosicycline3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,High,Medium
Telicycline3,General Disorder,50 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,Critical,Medium
Metocycline3,General Disorder,100 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Low,Medium
Carvecycline3,General Disorder,150 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Pediatric,Medium,Medium
Bisopcycline3,General Disorder,200 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Geriatric,High,Medium
Gabacycline3,General Disorder,250 mg,Varied mild effects,See clinician,General Medicine,Use under guidance,Oral,Adult,Critical,Medium
