risk_factor,associated_condition,weight,is_modifiable,risk_type,recommended_action
16,Stroke,2,1,0,High Monitoring
16,Stroke,3,0,3,Immediate Attention
16,Stroke,4,1,2,Preventive
16,Kidney Disease,1,0,1,Moderate Monitoring
16,Kidney Disease,2,1,0,High Monitoring
16,Kidney Disease,3,0,3,Immediate Attention
16,Kidney Disease,4,1,2,Preventive
16,Liver Disease,1,0,1,Moderate Monitoring
16,Liver Disease,2,1,0,High Monitoring
16,Liver Disease,3,0,3,Immediate Attention
16,Liver Disease,4,1,2,Preventive
16,Respiratory Disorder,1,0,1,Moderate Monitoring
16,Respiratory Disorder,2,1,0,High Monitoring
16,Respiratory Disorder,3,0,3,Immediate Attention
16,Respiratory Disorder,4,1,2,Preventive
16,Cancer,1,0,1,Moderate Monitoring
16,Cancer,2,1,0,High Monitoring
16,Cancer,3,0,3,Immediate Attention
16,Cancer,4,1,2,Preventive
16,Obesity,1,0,1,Moderate Monitoring
16,Obesity,2,1,0,High Monitoring
16,Obesity,3,0,3,Immediate Attention
16,Obesity,4,1,2,Preventive
16,Depression,1,0,1,Moderate Monitoring
16,Depression,2,1,0,High Monitoring
16,Depression,3,0,3,Immediate Attention
16,Depression,4,1,2,Preventive
16,Anxiety,1,0,1,Moderate Monitoring
16,Anxiety,2,1,0,High Monitoring
16,Anxiety,3,0,3,Immediate Attention
16,Anxiety,4,1,2,Preventive
16,Infection Risk,1,0,1,Moderate Monitoring
16,Infection Risk,2,1,0,High Monitoring
16,Infection Risk,3,0,3,Immediate Attention
16,Infection Risk,4,1,2,Preventive
16,Metabolic Disorder,1,0,1,Moderate Monitoring
16,Metabolic Disorder,2,1,0,High Monitoring
16,Metabolic Disorder,3,0,3,Immediate Attention
16,Metabolic Disorder,4,1,2,Preventive
16,Autoimmune Disease,1,0,1,Moderate Monitoring
16,Autoimmune Disease,2,1,0,High Monitoring
16,Autoimmune Disease,3,0,3,Immediate Attention
16,Autoimmune Disease,4,1,2,Preventive
16,Hormonal Disorder,1,0,1,Moderate Monitoring
16,Hormonal Disorder,2,1,0,High Monitoring
16,Hormonal Disorder,3,0,3,Immediate Attention
16,Hormonal Disorder,4,1,2,Preventive
26,Heart Disease,1,0,1,Moderate Monitoring
26,Heart Disease,2,1,0,High Monitoring
26,Heart Disease,3,0,3,Immediate Attention
26,Heart Disease,4,1,2,Preventive
26,Diabetes,1,0,1,Moderate Monitoring
26,Diabetes,2,1,0,High Monitoring
26,Diabetes,3,0,3,Immediate Attention
26,Diabetes,4,1,2,Preventive
26,Hypertension,1,0,1,Moderate Monitoring
26,Hypertension,2,1,0,High Monitoring
26,Hypertension,3,0,3,Immediate Attention
26,Hypertension,4,1,2,Preventive
26,Stroke,1,0,1,Moderate Monitoring
26,Stroke,2,1,0,High Monitoring
26,Stroke,3,0,3,Immediate Attention
26,Stroke,4,1,2,Preventive
26,Kidney Disease,1,0,1,Moderate Monitoring
26,Kidney Disease,2,1,0,High Monitoring
26,Kidney Disease,3,0,3,Immediate Attention
26,Kidney Disease,4,1,2,Preventive
26,Liver Disease,1,0,1,Moderate Monitoring
26,Liver Disease,2,1,0,High Monitoring
26,Liver Disease,3,0,3,Immediate Attention
26,Liver Disease,4,1,2,Preventive
26,Respiratory Disorder,1,0,1,Moderate Monitoring
26,Respiratory Disorder,2,1,0,High Monitoring
26,Respiratory Disorder,3,0,3,Immediate Attention
26,Respiratory Disorder,4,1,2,Preventive
26,Cancer,1,0,1,Moderate Monitoring
26,Cancer,2,1,0,High Monitoring
26,Cancer,3,0,3,Immediate Attention
26,Cancer,4,1,2,Preventive
26,Obesity,1,0,1,Moderate Monitoring
26,Obesity,2,1,0,High Monitoring
26,Obesity,3,0,3,Immediate Attention
26,Obesity,4,1,2,Preventive
26,Depression,1,0,1,Moderate Monitoring
26,Depression,2,1,0,High Monitoring
26,Depression,3,0,3,Immediate Attention
26,Depression,4,1,2,Preventive
26,Anxiety,1,0,1,Moderate Monitoring
26,Anxiety,2,1,0,High Monitoring
26,Anxiety,3,0,3,Immediate Attention
26,Anxiety,4,1,2,Preventive
26,Infection Risk,1,0,1,Moderate Monitoring
26,Infection Risk,2,1,0,High Monitoring
26,Infection Risk,3,0,3,Immediate Attention
26,Infection Risk,4,1,2,Preventive
26,Metabolic Disorder,1,0,1,Moderate Monitoring
26,Metabolic Disorder,2,1,0,High Monitoring
26,Metabolic Disorder,3,0,3,Immediate Attention
26,Metabolic Disorder,4,1,2,Preventive
26,Autoimmune Disease,1,0,1,Moderate Monitoring
26,Autoimmune Disease,2,1,0,High Monitoring
26,Autoimmune Disease,3,0,3,Immediate Attention
26,Autoimmune Disease,4,1,2,Preventive
26,Hormonal Disorder,1,0,1,Moderate Monitoring
26,Hormonal Disorder,2,1,0,High Monitoring
26,Hormonal Disorder,3,0,3,Immediate Attention
26,Hormonal Disorder,4,1,2,Preventive
18,Heart Disease,1,0,1,Moderate Monitoring
18,Heart Disease,2,1,0,High Monitoring
18,Heart Disease,3,0,3,Immediate Attention
18,Heart Disease,4,1,2,Preventive
18,Diabetes,1,0,1,Moderate Monitoring
18,Diabetes,2,1,0,High Monitoring
18,Diabetes,3,0,3,Immediate Attention
18,Diabetes,4,1,2,Preventive
18,Hypertension,1,0,1,Moderate Monitoring
18,Hypertension,2,1,0,High Monitoring
18,Hypertension,3,0,3,Immediate Attention
18,Hypertension,4,1,2,Preventive
18,Stroke,1,0,1,Moderate Monitoring
18,Stroke,2,1,0,High Monitoring
18,Stroke,3,0,3,Immediate Attention
18,Stroke,4,1,2,Preventive
18,Kidney Disease,1,0,1,Moderate Monitoring
18,Kidney Disease,2,1,0,High Monitoring
18,Kidney Disease,3,0,3,Immediate Attention
18,Kidney Disease,4,1,2,Preventive
18,Liver Disease,1,0,1,Moderate Monitoring
18,Liver Disease,2,1,0,High Monitoring
18,Liver Disease,3,0,3,Immediate Attention
18,Liver Disease,4,1,2,Preventive
18,Respiratory Disorder,1,0,1,Moderate Monitoring
18,Respiratory Disorder,2,1,0,High Monitoring
18,Respiratory Disorder,3,0,3,Immediate Attention
18,Respiratory Disorder,4,1,2,Preventive
18,Cancer,1,0,1,Moderate Monitoring
18,Cancer,2,1,0,High Monitoring
18,Cancer,3,0,3,Immediate Attention
18,Cancer,4,1,2,Preventive
18,Obesity,1,0,1,Moderate Monitoring
18,Obesity,2,1,0,High Monitoring
18,Obesity,3,0,3,Immediate Attention
18,Obesity,4,1,2,Preventive
18,Depression,1,0,1,Moderate Monitoring
18,Depression,2,1,0,High Monitoring
18,Depression,3,0,3,Immediate Attention
18,Depression,4,1,2,Preventive
18,Anxiety,1,0,1,Moderate Monitoring
18,Anxiety,2,1,0,High Monitoring
18,Anxiety,3,0,3,Immediate Attention
18,Anxiety,4,1,2,Preventive
18,Infection Risk,1,0,1,Moderate Monitoring
18,Infection Risk,2,1,0,High Monitoring
18,Infection Risk,3,0,3,Immediate Attention
18,Infection Risk,4,1,2,Preventive
18,Metabolic Disorder,1,0,1,Moderate Monitoring
18,Metabolic Disorder,2,1,0,High Monitoring
18,Metabolic Disorder,3,0,3,Immediate Attention
18,Metabolic Disorder,4,1,2,Preventive
18,Autoimmune Disease,1,0,1,Moderate Monitoring
18,Autoimmune Disease,2,1,0,High Monitoring
18,Autoimmune Disease,3,0,3,Immediate Attention
18,Autoimmune Disease,4,1,2,Preventive
18,Hormonal Disorder,1,0,1,Moderate Monitoring
18,Hormonal Disorder,2,1,0,High Monitoring
18,Hormonal Disorder,3,0,3,Immediate Attention
18,Hormonal Disorder,4,1,2,Preventive
46,Heart Disease,1,0,1,Moderate Monitoring
46,Heart Disease,2,1,0,High Monitoring
46,Heart Disease,3,0,3,Immediate Attention
46,Heart Disease,4,1,2,Preventive
46,Diabetes,1,0,1,Moderate Monitoring
46,Diabetes,2,1,0,High Monitoring
46,Diabetes,3,0,3,Immediate Attention
46,Diabetes,4,1,2,Preventive
46,Hypertension,1,0,1,Moderate Monitoring
46,Hypertension,2,1,0,High Monitoring
46,Hypertension,3,0,3,Immediate Attention
46,Hypertension,4,1,2,Preventive
46,Stroke,1,0,1,Moderate Monitoring
46,Stroke,2,1,0,High Monitoring
46,Stroke,3,0,3,Immediate Attention
46,Stroke,4,1,2,Preventive
46,Kidney Disease,1,0,1,Moderate Monitoring
46,Kidney Disease,2,1,0,High Monitoring
46,Kidney Disease,3,0,3,Immediate Attention
46,Kidney Disease,4,1,2,Preventive
46,Liver Disease,1,0,1,Moderate Monitoring
46,Liver Disease,2,1,0,High Monitoring
46,Liver Disease,3,0,3,Immediate Attention
46,Liver Disease,4,1,2,Preventive
46,Respiratory Disorder,1,0,1,Moderate Monitoring
46,Respiratory Disorder,2,1,0,High Monitoring
46,Respiratory Disorder,3,0,3,Immediate Attention
46,Respiratory Disorder,4,1,2,Preventive
46,Cancer,1,0,1,Moderate Monitoring
46,Cancer,2,1,0,High Monitoring
46,Cancer,3,0,3,Immediate Attention
46,Cancer,4,1,2,Preventive
46,Obesity,1,0,1,Moderate Monitoring
46,Obesity,2,1,0,High Monitoring
46,Obesity,3,0,3,Immediate Attention
46,Obesity,4,1,2,Preventive
46,Depression,1,0,1,Moderate Monitoring
46,Depression,2,1,0,High Monitoring
46,Depression,3,0,3,Immediate Attention
46,Depression,4,1,2,Preventive
46,Anxiety,1,0,1,Moderate Monitoring
46,Anxiety,2,1,0,High Monitoring
46,Anxiety,3,0,3,Immediate Attention
46,Anxiety,4,1,2,Preventive
46,Infection Risk,1,0,1,Moderate Monitoring
46,Infection Risk,2,1,0,High Monitoring
46,Infection Risk,3,0,3,Immediate Attention
46,Infection Risk,4,1,2,Preventive
46,Metabolic Disorder,1,0,1,Moderate Monitoring
46,Metabolic Disorder,2,1,0,High Monitoring
46,Metabolic Disorder,3,0,3,Immediate Attention
46,Metabolic Disorder,4,1,2,Preventive
46,Autoimmune Disease,1,0,1,Moderate Monitoring
46,Autoimmune Disease,2,1,0,High Monitoring
46,Autoimmune Disease,3,0,3,Immediate Attention
46,Autoimmune Disease,4,1,2,Preventive
46,Hormonal Disorder,1,0,1,Moderate Monitoring
46,Hormonal Disorder,2,1,0,High Monitoring
46,Hormonal Disorder,3,0,3,Immediate Attention
46,Hormonal Disorder,4,1,2,Preventive
38,Heart Disease,1,0,1,Moderate Monitoring
38,Heart Disease,2,1,0,High Monitoring
38,Heart Disease,3,0,3,Immediate Attention
38,Heart Disease,4,1,2,Preventive
38,Diabetes,1,0,1,Moderate Monitoring
38,Diabetes,2,1,0,High Monitoring
38,Diabetes,3,0,3,Immediate Attention
38,Diabetes,4,1,2,Preventive
38,Hypertension,1,0,1,Moderate Monitoring
38,Hypertension,2,1,0,High Monitoring
38,Hypertension,3,0,3,Immediate Attention
38,Hypertension,4,1,2,Preventive
38,Stroke,1,0,1,Moderate Monitoring
38,Stroke,2,1,0,High Monitoring
38,Stroke,3,0,3,Immediate Attention
38,Stroke,4,1,2,Preventive
38,Kidney Disease,1,0,1,Moderate Monitoring
38,Kidney Disease,2,1,0,High Monitoring
38,Kidney Disease,3,0,3,Immediate Attention
38,Kidney Disease,4,1,2,Preventive
38,Liver Disease,1,0,1,Moderate Monitoring
38,Liver Disease,2,1,0,High Monitoring
38,Liver Disease,3,0,3,Immediate Attention
38,Liver Disease,4,1,2,Preventive
38,Respiratory Disorder,1,0,1,Moderate Monitoring
38,Respiratory Disorder,2,1,0,High Monitoring
38,Respiratory Disorder,3,0,3,Immediate Attention
38,Respiratory Disorder,4,1,2,Preventive
38,Cancer,1,0,1,Moderate Monitoring
38,Cancer,2,1,0,High Monitoring
38,Cancer,3,0,3,Immediate Attention
38,Cancer,4,1,2,Preventive
38,Obesity,1,0,1,Moderate Monitoring
38,Obesity,2,1,0,High Monitoring
38,Obesity,3,0,3,Immediate Attention
38,Obesity,4,1,2,Preventive
38,Depression,1,0,1,Moderate Monitoring
38,Depression,2,1,0,High Monitoring
38,Depression,3,0,3,Immediate Attention
38,Depression,4,1,2,Preventive
38,Anxiety,1,0,1,Moderate Monitoring
38,Anxiety,2,1,0,High Monitoring
38,Anxiety,3,0,3,Immediate Attention
38,Anxiety,4,1,2,Preventive
38,Infection Risk,1,0,1,Moderate Monitoring
38,Infection Risk,2,1,0,High Monitoring
38,Infection Risk,3,0,3,Immediate Attention
38,Infection Risk,4,1,2,Preventive
38,Metabolic Disorder,1,0,1,Moderate Monitoring
38,Metabolic Disorder,2,1,0,High Monitoring
38,Metabolic Disorder,3,0,3,Immediate Attention
38,Metabolic Disorder,4,1,2,Preventive
38,Autoimmune Disease,1,0,1,Moderate Monitoring
38,Autoimmune Disease,2,1,0,High Monitoring
38,Autoimmune Disease,3,0,3,Immediate Attention
38,Autoimmune Disease,4,1,2,Preventive
38,Hormonal Disorder,1,0,1,Moderate Monitoring
38,Hormonal Disorder,2,1,0,High Monitoring
38,Hormonal Disorder,3,0,3,Immediate Attention
38,Hormonal Disorder,4,1,2,Preventive
9,Heart Disease,1,0,1,Moderate Monitoring
9,Heart Disease,2,1,0,High Monitoring
9,Heart Disease,3,0,3,Immediate Attention
9,Heart Disease,4,1,2,Preventive
9,Diabetes,1,0,1,Moderate Monitoring
9,Diabetes,2,1,0,High Monitoring
9,Diabetes,3,0,3,Immediate Attention
9,Diabetes,4,1,2,Preventive
9,Hypertension,1,0,1,Moderate Monitoring
9,Hypertension,2,1,0,High Monitoring
9,Hypertension,3,0,3,Immediate Attention
9,Hypertension,4,1,2,Preventive
9,Stroke,1,0,1,Moderate Monitoring
9,Stroke,2,1,0,High Monitoring
9,Stroke,3,0,3,Immediate Attention
9,Stroke,4,1,2,Preventive
9,Kidney Disease,1,0,1,Moderate Monitoring
9,Kidney Disease,2,1,0,High Monitoring
9,Kidney Disease,3,0,3,Immediate Attention
9,Kidney Disease,4,1,2,Preventive
9,Liver Disease,1,0,1,Moderate Monitoring
9,Liver Disease,2,1,0,High Monitoring
9,Liver Disease,3,0,3,Immediate Attention
9,Liver Disease,4,1,2,Preventive
9,Respiratory Disorder,1,0,1,Moderate Monitoring
9,Respiratory Disorder,2,1,0,High Monitoring
9,Respiratory Disorder,3,0,3,Immediate Attention
9,Respiratory Disorder,4,1,2,Preventive
9,Cancer,1,0,1,Moderate Monitoring
9,Cancer,2,1,0,High Monitoring
9,Cancer,3,0,3,Immediate Attention
9,Cancer,4,1,2,Preventive
9,Obesity,1,0,1,Moderate Monitoring
9,Obesity,2,1,0,High Monitoring
9,Obesity,3,0,3,Immediate Attention
9,Obesity,4,1,2,Preventive
9,Depression,1,0,1,Moderate Monitoring
9,Depression,2,1,0,High Monitoring
9,Depression,3,0,3,Immediate Attention
9,Depression,4,1,2,Preventive
9,Anxiety,1,0,1,Moderate Monitoring
9,Anxiety,2,1,0,High Monitoring
9,Anxiety,3,0,3,Immediate Attention
9,Anxiety,4,1,2,Preventive
9,Infection Risk,1,0,1,Moderate Monitoring
9,Infection Risk,2,1,0,High Monitoring
9,Infection Risk,3,0,3,Immediate Attention
9,Infection Risk,4,1,2,Preventive
9,Metabolic Disorder,1,0,1,Moderate Monitoring
9,Metabolic Disorder,2,1,0,High Monitoring
9,Metabolic Disorder,3,0,3,Immediate Attention
9,Metabolic Disorder,4,1,2,Preventive
9,Autoimmune Disease,1,0,1,Moderate Monitoring
9,Autoimmune Disease,2,1,0,High Monitoring
9,Autoimmune Disease,3,0,3,Immediate Attention
9,Autoimmune Disease,4,1,2,Preventive
9,Hormonal Disorder,1,0,1,Moderate Monitoring
9,Hormonal Disorder,2,1,0,High Monitoring
9,Hormonal Disorder,3,0,3,Immediate Attention
9,Hormonal Disorder,4,1,2,Preventive
39,Heart Disease,1,0,1,Moderate Monitoring
39,Heart Disease,2,1,0,High Monitoring
39,Heart Disease,3,0,3,Immediate Attention
39,Heart Disease,4,1,2,Preventive
39,Diabetes,1,0,1,Moderate Monitoring
39,Diabetes,2,1,0,High Monitoring
39,Diabetes,3,0,3,Immediate Attention
39,Diabetes,4,1,2,Preventive
39,Hypertension,1,0,1,Moderate Monitoring
39,Hypertension,2,1,0,High Monitoring
39,Hypertension,3,0,3,Immediate Attention
39,Hypertension,4,1,2,Preventive
39,Stroke,1,0,1,Moderate Monitoring
39,Stroke,2,1,0,High Monitoring
39,Stroke,3,0,3,Immediate Attention
39,Stroke,4,1,2,Preventive
39,Kidney Disease,1,0,1,Moderate Monitoring
39,Kidney Disease,2,1,0,High Monitoring
39,Kidney Disease,3,0,3,Immediate Attention
39,Kidney Disease,4,1,2,Preventive
39,Liver Disease,1,0,1,Moderate Monitoring
39,Liver Disease,2,1,0,High Monitoring
39,Liver Disease,3,0,3,Immediate Attention
39,Liver Disease,4,1,2,Preventive
39,Respiratory Disorder,1,0,1,Moderate Monitoring
39,Respiratory Disorder,2,1,0,High Monitoring
39,Respiratory Disorder,3,0,3,Immediate Attention
39,Respiratory Disorder,4,1,2,Preventive
39,Cancer,1,0,1,Moderate Monitoring
39,Cancer,2,1,0,High Monitoring
39,Cancer,3,0,3,Immediate Attention
39,Cancer,4,1,2,Preventive
39,Obesity,1,0,1,Moderate Monitoring
39,Obesity,2,1,0,High Monitoring
39,Obesity,3,0,3,Immediate Attention
39,Obesity,4,1,2,Preventive
39,Depression,1,0,1,Moderate Monitoring
39,Depression,2,1,0,High Monitoring
39,Depression,3,0,3,Immediate Attention
39,Depression,4,1,2,Preventive
39,Anxiety,1,0,1,Moderate Monitoring
39,Anxiety,2,1,0,High Monitoring
39,Anxiety,3,0,3,Immediate Attention
39,Anxiety,4,1,2,Preventive
39,Infection Risk,1,0,1,Moderate Monitoring
39,Infection Risk,2,1,0,High Monitoring
39,Infection Risk,3,0,3,Immediate Attention
39,Infection Risk,4,1,2,Preventive
39,Metabolic Disorder,1,0,1,Moderate Monitoring
39,Metabolic Disorder,2,1,0,High Monitoring
39,Metabolic Disorder,3,0,3,Immediate Attention
39,Metabolic Disorder,4,1,2,Preventive
39,Autoimmune Disease,1,0,1,Moderate Monitoring
39,Autoimmune Disease,2,1,0,High Monitoring
39,Autoimmune Disease,3,0,3,Immediate Attention
39,Autoimmune Disease,4,1,2,Preventive
39,Hormonal Disorder,1,0,1,Moderate Monitoring
39,Hormonal Disorder,2,1,0,High Monitoring
39,Hormonal Disorder,3,0,3,Immediate Attention
39,Hormonal Disorder,4,1,2,Preventive
23,Heart Disease,1,0,1,Moderate Monitoring
23,Heart Disease,2,1,0,High Monitoring
23,Heart Disease,3,0,3,Immediate Attention
23,Heart Disease,4,1,2,Preventive
23,Diabetes,1,0,1,Moderate Monitoring
23,Diabetes,2,1,0,High Monitoring
23,Diabetes,3,0,3,Immediate Attention
23,Diabetes,4,1,2,Preventive
23,Hypertension,1,0,1,Moderate Monitoring
23,Hypertension,2,1,0,High Monitoring
23,Hypertension,3,0,3,Immediate Attention
23,Hypertension,4,1,2,Preventive
23,Stroke,1,0,1,Moderate Monitoring
23,Stroke,2,1,0,High Monitoring
23,Stroke,3,0,3,Immediate Attention
23,Stroke,4,1,2,Preventive
23,Kidney Disease,1,0,1,Moderate Monitoring
23,Kidney Disease,2,1,0,High Monitoring
23,Kidney Disease,3,0,3,Immediate Attention
23,Kidney Disease,4,1,2,Preventive
23,Liver Disease,1,0,1,Moderate Monitoring
23,Liver Disease,2,1,0,High Monitoring
23,Liver Disease,3,0,3,Immediate Attention
23,Liver Disease,4,1,2,Preventive
23,Respiratory Disorder,1,0,1,Moderate Monitoring
23,Respiratory Disorder,2,1,0,High Monitoring
23,Respiratory Disorder,3,0,3,Immediate Attention
23,Respiratory Disorder,4,1,2,Preventive
23,Cancer,1,0,1,Moderate Monitoring
23,Cancer,2,1,0,High Monitoring
23,Cancer,3,0,3,Immediate Attention
23,Cancer,4,1,2,Preventive
23,Obesity,1,0,1,Moderate Monitoring
23,Obesity,2,1,0,High Monitoring
23,Obesity,3,0,3,Immediate Attention
23,Obesity,4,1,2,Preventive
23,Depression,1,0,1,Moderate Monitoring
23,Depression,2,1,0,High Monitoring
23,Depression,3,0,3,Immediate Attention
23,Depression,4,1,2,Preventive
23,Anxiety,1,0,1,Moderate Monitoring
23,Anxiety,2,1,0,High Monitoring
23,Anxiety,3,0,3,Immediate Attention
23,Anxiety,4,1,2,Preventive
23,Infection Risk,1,0,1,Moderate Monitoring
23,Infection Risk,2,1,0,High Monitoring
23,Infection Risk,3,0,3,Immediate Attention
23,Infection Risk,4,1,2,Preventive
23,Metabolic Disorder,1,0,1,Moderate Monitoring
23,Metabolic Disorder,2,1,0,High Monitoring
23,Metabolic Disorder,3,0,3,Immediate Attention
23,Metabolic Disorder,4,1,2,Preventive
23,Autoimmune Disease,1,0,1,Moderate Monitoring
23,Autoimmune Disease,2,1,0,High Monitoring
23,Autoimmune Disease,3,0,3,Immediate Attention
23,Autoimmune Disease,4,1,2,Preventive
23,Hormonal Disorder,1,0,1,Moderate Monitoring
23,Hormonal Disorder,2,1,0,High Monitoring
23,Hormonal Disorder,3,0,3,Immediate Attention
23,Hormonal Disorder,4,1,2,Preventive
