disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor,symptom_count
Hepatitis D,15,42,21,49,5,20,itching +  skin_rash,"Fungal infection, Osteoarthristis, Typhoid",7,7
Hepatitis D,15,42,21,49,5,20, fatigue +  mood_swings,"Hyperthyroidism, Heart attack, Jaundice",1,7
Hepatitis E,15,42,21,19,37,5,itching +  vomiting,"Jaundice, Chronic cholestasis, Drug Reaction",1,7
Hepatitis E,15,42,21,19,37,5, acidity +  indigestion,"Migraine, Acne, AIDS",6,7
Hepatitis E,15,42,21,19,37,5, fatigue +  cramps,"Varicose veins, Drug Reaction, Diabetes ",7,7
Hepatitis E,28,15,24,49,5,20, continuous_sneezing +  chills,"Common Cold, (vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",6,7
Hepatitis E,15,15,24,49,5,20, vomiting +  sunken_eyes,"Gastroenteritis, Urinary tract infection, Pneumonia",1,7
Hepatitis E,15,42,24,49,5,20, headache +  chest_pain,"Hypertension , AIDS, Osteoarthristis",8,7
Hepatitis E,15,42,21,49,5,20, headache +  dizziness,"Hypertension , Hepatitis E, Fungal infection",5,7
Hepatitis E,15,42,21,19,5,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Chicken pox, Arthritis",1,7
Hepatitis E,15,42,21,19,37,20, chills +  vomiting,"Tuberculosis, Acne, Alcoholic hepatitis",1,7
Hepatitis E,15,42,21,19,37,5, fatigue +  weight_loss,"Diabetes , Urinary tract infection, Typhoid",6,7
Alcoholic hepatitis,28,47,0,42,7,14, skin_rash +  joint_pain,"Psoriasis, GERD, Typhoid",4,7
Alcoholic hepatitis,28,47,0,42,7,14, chills +  fatigue,"Pneumonia, Typhoid, Jaundice",0,7
Alcoholic hepatitis,32,0,47,12,14,11, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hypoglycemia, Drug Reaction",5,7
Alcoholic hepatitis,28,0,47,12,14,11, muscle_wasting +  patches_in_throat,"AIDS, Dimorphic hemmorhoids(piles), Dengue",0,7
Alcoholic hepatitis,28,47,47,12,14,11, vomiting +  yellowish_skin,"Alcoholic hepatitis, hepatitis A, Hepatitis C",6,7
Alcoholic hepatitis,28,47,0,12,14,11, stomach_pain +  ulcers_on_tongue,"GERD, Arthritis, Alcoholic hepatitis",4,7
Alcoholic hepatitis,28,47,0,42,14,11,itching +  vomiting,"Jaundice, Varicose veins, Arthritis",1,7
Alcoholic hepatitis,28,47,0,42,7,11, chills +  vomiting,"Typhoid, Cervical spondylosis, Impetigo",4,7
Alcoholic hepatitis,28,47,0,42,7,14, joint_pain +  vomiting,"hepatitis A, Tuberculosis, Jaundice",0,7
Alcoholic hepatitis,28,47,0,42,7,14, skin_rash +  joint_pain,"Psoriasis, Common Cold, Osteoarthristis",4,7
Tuberculosis,6,42,21,46,4,13, sunken_eyes +  dehydration,"Gastroenteritis, Fungal infection, Impetigo",4,7
Tuberculosis,6,42,21,46,4,13, joint_pain +  knee_pain,"Osteoarthristis, Alcoholic hepatitis, Paralysis (brain hemorrhage)",8,7
Tuberculosis,28,15,52,8,13,2,itching +  skin_rash,"Chicken pox, Hepatitis E",2,7
Tuberculosis,6,15,52,8,13,2, skin_rash +  high_fever,"Impetigo, Acne, Varicose veins",9,7
Tuberculosis,6,42,52,8,13,2, vomiting +  indigestion,"Peptic ulcer diseae, Diabetes , Hepatitis E",9,7
Tuberculosis,6,42,21,8,13,2, skin_rash +  joint_pain,"Psoriasis, Dimorphic hemmorhoids(piles), Acne",0,7
Tuberculosis,6,42,21,46,13,2, chills +  vomiting,"Typhoid, Pneumonia, Hypothyroidism",5,7
Tuberculosis,6,42,21,46,4,2, fatigue +  cough,"Bronchial Asthma, Jaundice, hepatitis A",3,7
Tuberculosis,6,42,21,46,4,13, muscle_wasting +  patches_in_throat,"AIDS, Urinary tract infection",4,7
Tuberculosis,6,42,21,46,4,13,itching +  skin_rash,"Chicken pox, Impetigo, Hepatitis E",6,7
Common Cold,8,9,21,8,13,12,itching +  skin_rash,"Chicken pox, hepatitis A, Dimorphic hemmorhoids(piles)",5,7
Common Cold,8,9,21,8,13,12, chills +  vomiting,"Tuberculosis, Heart attack, Hepatitis C",5,7
Common Cold,6,15,14,19,12,27, skin_rash +  pus_filled_pimples,"Acne, Common Cold, Migraine",7,7
Common Cold,8,15,14,19,12,27, fatigue +  weight_loss,"Diabetes , Acne, Chronic cholestasis",1,7
Common Cold,8,9,14,19,12,27, vomiting +  headache,"Paralysis (brain hemorrhage), Chronic cholestasis, Gastroenteritis",9,7
Common Cold,8,9,21,19,12,27, headache +  chest_pain,"Hypertension , Urinary tract infection, Migraine",5,7
Common Cold,8,9,21,8,12,27, continuous_sneezing +  chills,"Common Cold, hepatitis A, Fungal infection",1,7
Common Cold,8,9,21,8,13,27, muscle_wasting +  patches_in_throat,"AIDS, Hypothyroidism, Common Cold",9,7
Common Cold,8,9,21,8,13,12, continuous_sneezing +  chills,"Common Cold, GERD, Drug Reaction",2,7
Common Cold,8,9,21,8,13,12, fatigue +  weight_loss,"Diabetes , Osteoarthristis",0,7
Pneumonia,6,15,14,19,2,26, fatigue +  weight_loss,"Diabetes , Chronic cholestasis, Hepatitis B",7,7
Pneumonia,6,15,14,19,2,26, continuous_sneezing +  chills,"Allergy, Hepatitis D, Tuberculosis",4,7
Pneumonia,6,15,14,19,2,26, muscle_wasting +  patches_in_throat,"AIDS, Gastroenteritis, Chronic cholestasis",6,7
Pneumonia,11,11,24,4,30,18, burning_micturition +  bladder_discomfort,"Urinary tract infection, Impetigo, Hepatitis D",1,7
Pneumonia,6,11,24,4,30,18, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Gastroenteritis, AIDS",7,7
Pneumonia,6,15,24,4,30,18, continuous_sneezing +  chills,"Common Cold, (vertigo) Paroymsal  Positional Vertigo, Chronic cholestasis",4,7
Pneumonia,6,15,14,4,30,18, skin_rash +  blister,"Impetigo, Hypertension , Psoriasis",9,7
Pneumonia,6,15,14,19,30,18, vomiting +  sunken_eyes,"Gastroenteritis, Hypertension , Hepatitis E",7,7
Pneumonia,6,15,14,19,2,18, stomach_pain +  acidity,"GERD, Diabetes , Malaria",9,7
Pneumonia,6,15,14,19,2,26, fatigue +  cramps,"Varicose veins, Dengue, Chronic cholestasis",6,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, joint_pain +  neck_pain,"Osteoarthristis, Jaundice, Dimorphic hemmorhoids(piles)",2,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, acidity +  indigestion,"Migraine, Hypoglycemia, Peptic ulcer diseae",1,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, continuous_sneezing +  chills,"Common Cold, Diabetes , hepatitis A",5,7
Dimorphic hemmorhoids(piles),20,29,5,22,12,20, joint_pain +  vomiting,"Hepatitis E, Hepatitis D, Malaria",7,7
Dimorphic hemmorhoids(piles),7,29,5,22,12,20, continuous_sneezing +  chills,"Common Cold, Hyperthyroidism, Heart attack",1,7
Dimorphic hemmorhoids(piles),7,28,5,22,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Osteoarthristis, Impetigo",3,7
Dimorphic hemmorhoids(piles),7,28,37,22,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, hepatitis A",1,7
Dimorphic hemmorhoids(piles),7,28,37,2,12,20, skin_rash +  high_fever,"Impetigo, Paralysis (brain hemorrhage), Fungal infection",6,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, fatigue +  weight_loss,"Diabetes , Acne",4,7
Dimorphic hemmorhoids(piles),7,28,37,2,18,20, fatigue +  yellowish_skin,"Hepatitis C, Varicose veins, Malaria",2,7
Heart attack,28,6,45,6,12,20, skin_rash +  high_fever,"Impetigo, Common Cold, Hepatitis E",0,7
Heart attack,28,6,45,6,12,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Dengue, Chronic cholestasis",4,7
Heart attack,3,39,10,19,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Common Cold, Hypertension ",9,7
Heart attack,28,39,10,19,12,20, headache +  chest_pain,"Hypertension , Dimorphic hemmorhoids(piles), Paralysis (brain hemorrhage)",1,7
Heart attack,28,6,10,19,12,20, chills +  vomiting,"Typhoid, Dimorphic hemmorhoids(piles), Tuberculosis",9,7
Heart attack,28,6,45,19,12,20, skin_rash +  blister,"Impetigo, Hypertension , Psoriasis",1,7
Heart attack,28,6,45,6,12,20, joint_pain +  vomiting,"hepatitis A, Hypothyroidism, Arthritis",0,7
Heart attack,3,39,10,19,12,20, joint_pain +  neck_pain,"Osteoarthristis, Hepatitis C, Allergy",0,7
Heart attack,28,39,10,19,12,20,itching +  fatigue,"Hepatitis B, Arthritis, Peptic ulcer diseae",3,7
Heart attack,28,6,10,19,12,20, skin_rash +  chills,"Dengue, Fungal infection, Hypoglycemia",5,7
Varicose veins,11,12,8,30,33,28, continuous_sneezing +  chills,"Allergy, Malaria, Dimorphic hemmorhoids(piles)",8,7
Varicose veins,11,12,8,30,33,28, joint_pain +  vomiting,"Hepatitis D, Varicose veins, AIDS",1,7
Varicose veins,10,7,36,43,32,23, fatigue +  weight_loss,"Diabetes , Allergy, Hypoglycemia",6,7
Varicose veins,11,7,36,43,32,23,itching +  fatigue,"Hepatitis B, AIDS, Dimorphic hemmorhoids(piles)",4,7
Varicose veins,11,12,36,43,32,23, joint_pain +  vomiting,"hepatitis A, Hepatitis C, Drug Reaction",8,7
Varicose veins,11,12,8,43,32,23, skin_rash +  high_fever,"Impetigo, GERD, Hepatitis B",4,7
Varicose veins,11,12,8,30,32,23, chills +  vomiting,"Tuberculosis, hepatitis A, Varicose veins",1,7
Varicose veins,11,12,8,30,33,23, fatigue +  weight_gain,"Hypothyroidism, Pneumonia, Hepatitis D",0,7
Varicose veins,11,12,8,30,33,28, stomach_pain +  acidity,"GERD, Typhoid, Acne",9,7
Varicose veins,11,12,8,30,33,23, continuous_sneezing +  shivering,"Allergy, Alcoholic hepatitis, Hepatitis B",4,7
Hypothyroidism,11,45,12,27,20,8, vomiting +  sunken_eyes,"Gastroenteritis, Hepatitis C, Hepatitis B",6,7
Hypothyroidism,11,45,12,27,20,8, skin_rash +  chills,"Dengue, Gastroenteritis, Hepatitis B",4,7
Hypothyroidism,30,10,31,24,8,24, joint_pain +  neck_pain,"Osteoarthristis, Hypothyroidism",4,7
Hypothyroidism,30,10,31,24,8,24, continuous_sneezing +  chills,"Allergy, Varicose veins, Gastroenteritis",8,7
Hypothyroidism,11,10,31,24,8,24, skin_rash +  pus_filled_pimples,"Acne, Tuberculosis, Pneumonia",1,7
Hypothyroidism,11,45,31,24,8,24, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Osteoarthristis, Drug Reaction",7,7
Hypothyroidism,11,45,12,24,8,24, chills +  vomiting,"Malaria, Typhoid, Hepatitis D",7,7
Hypothyroidism,11,45,12,27,8,24, chills +  vomiting,"Tuberculosis, Varicose veins, Peptic ulcer diseae",5,7
Hypothyroidism,11,45,12,27,20,24, skin_rash +  pus_filled_pimples,"Acne, Hepatitis E",4,7
Hypothyroidism,11,45,12,27,20,8, fatigue +  cough,"Bronchial Asthma, Osteoarthristis, Hepatitis C",0,7
Hyperthyroidism,11,24,52,34,30,7, vomiting +  headache,"Paralysis (brain hemorrhage), (vertigo) Paroymsal  Positional Vertigo, Hypothyroidism",1,7
Hyperthyroidism,11,24,52,34,30,7, skin_rash +  chills,"Dengue, Hepatitis B, Acne",3,7
Hyperthyroidism,16,46,39,40,6,10, fatigue +  mood_swings,"Hyperthyroidism, Dengue, (vertigo) Paroymsal  Positional Vertigo",7,7
Hyperthyroidism,11,46,39,40,6,10, joint_pain +  vomiting,"Hepatitis E, Jaundice, Bronchial Asthma",9,7
Hyperthyroidism,11,24,39,40,6,10, joint_pain +  vomiting,"Hepatitis D, Arthritis, hepatitis A",5,7
Hyperthyroidism,11,24,52,40,6,10, chills +  vomiting,"Tuberculosis, Drug Reaction, Osteoarthristis",9,7
Hyperthyroidism,11,24,52,34,6,10, fatigue +  restlessness,"Diabetes , Typhoid, Common Cold",5,7
Hyperthyroidism,11,24,52,34,30,10, headache +  chest_pain,"Hypertension , Urinary tract infection, Dengue",1,7
Hyperthyroidism,11,24,52,34,30,7, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hepatitis B, Peptic ulcer diseae",4,7
Hyperthyroidism,11,24,52,34,30,7, fatigue +  cramps,"Varicose veins, Impetigo, Cervical spondylosis",6,7
Hypoglycemia,28,15,2,40,12,20, vomiting +  sunken_eyes,"Gastroenteritis, Impetigo, Paralysis (brain hemorrhage)",8,7
Hypoglycemia,28,15,2,40,12,20, vomiting +  headache,"Paralysis (brain hemorrhage), Jaundice, Hepatitis C",4,7
Hypoglycemia,28,15,2,40,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Urinary tract infection, Chicken pox",1,7
Hypoglycemia,11,2,45,18,24,1, fatigue +  mood_swings,"Hyperthyroidism, Dengue, (vertigo) Paroymsal  Positional Vertigo",2,7
Hypoglycemia,28,2,45,18,24,1, joint_pain +  neck_pain,"Osteoarthristis, Hepatitis B, Migraine",0,7
Hypoglycemia,28,15,45,18,24,1, chills +  fatigue,"Pneumonia, Hypertension , AIDS",1,7
Hypoglycemia,28,15,2,18,24,1, skin_rash +  chills,"Dengue, Arthritis, hepatitis A",1,7
Hypoglycemia,28,15,2,40,24,1, patches_in_throat +  high_fever,"AIDS, Hepatitis C, Alcoholic hepatitis",1,7
Hypoglycemia,28,15,2,40,12,1, vomiting +  weakness_of_one_body_side,"Paralysis (brain hemorrhage), Arthritis, Heart attack",7,7
Hypoglycemia,28,15,2,40,12,20,itching +  skin_rash,"Fungal infection, Hepatitis B, Malaria",6,7
Osteoarthristis,15,26,27,20,31,22, muscle_wasting +  patches_in_throat,"AIDS, Fungal infection, Hyperthyroidism",7,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  sunken_eyes,"Gastroenteritis, (vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",4,7
Osteoarthristis,19,21,25,41,25,20, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Osteoarthristis",9,7
Osteoarthristis,15,21,25,41,25,20,itching +  yellowish_skin,"Chronic cholestasis, Malaria, Hepatitis E",5,7
Osteoarthristis,15,26,25,41,25,20, chills +  vomiting,"Typhoid, Fungal infection, Pneumonia",3,7
Osteoarthristis,15,26,27,41,25,20, burning_micturition +  bladder_discomfort,"Urinary tract infection, Heart attack, Fungal infection",8,7
Osteoarthristis,15,26,27,20,25,20, vomiting +  abdominal_pain,"Alcoholic hepatitis, Hepatitis B, Chronic cholestasis",4,7
Osteoarthristis,15,26,27,20,31,20, yellowish_skin +  nausea,"Hepatitis C, Common Cold, Chicken pox",1,7
Osteoarthristis,15,26,27,20,31,22, fatigue +  weight_gain,"Hypothyroidism, Dengue, Common Cold",9,7
Osteoarthristis,15,26,27,20,31,22, vomiting +  indigestion,"Peptic ulcer diseae, Arthritis, Hepatitis D",6,7
Arthritis,18,36,46,28,25,20,itching +  vomiting,"Chronic cholestasis, hepatitis A, Dimorphic hemmorhoids(piles)",5,7
Arthritis,18,36,46,28,25,20, chills +  vomiting,"Typhoid, Chicken pox",6,7
Arthritis,25,40,32,31,12,20, vomiting +  fatigue,"Hypoglycemia, Chicken pox, Hepatitis C",5,7
Arthritis,18,40,32,31,12,20, fatigue +  mood_swings,"Hyperthyroidism, Bronchial Asthma, Diabetes ",6,7
Arthritis,18,36,32,31,12,20, joint_pain +  vomiting,"hepatitis A, Dimorphic hemmorhoids(piles), Psoriasis",4,7
Arthritis,18,36,46,31,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Alcoholic hepatitis, Dengue",9,7
Arthritis,18,36,46,28,25,20, chills +  fatigue,"Pneumonia, Hepatitis C, Heart attack",6,7
Arthritis,18,36,46,28,12,20, vomiting +  nausea,"(vertigo) Paroymsal  Positional Vertigo, AIDS, Impetigo",5,7
Arthritis,18,36,46,28,25,20, chills +  vomiting,"Typhoid, Hyperthyroidism, Hepatitis D",0,7
Arthritis,18,36,46,28,25,20,itching +  vomiting,"Jaundice, GERD, Dengue",8,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, fatigue +  weight_loss,"Diabetes , Varicose veins, Tuberculosis",6,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, headache +  dizziness,"Hypertension , Fungal infection",0,7
(vertigo) Paroymsal  Positional Vertigo,12,25,43,26,34,20, joint_pain +  vomiting,"Hepatitis D, Psoriasis, Alcoholic hepatitis",4,7
(vertigo) Paroymsal  Positional Vertigo,28,25,43,26,34,20, joint_pain +  vomiting,"Hepatitis E, Tuberculosis, Impetigo",4,7
(vertigo) Paroymsal  Positional Vertigo,28,17,43,26,34,20, vomiting +  sunken_eyes,"Gastroenteritis, Varicose veins, Chicken pox",0,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,20, vomiting +  yellowish_skin,"Chronic cholestasis, Bronchial Asthma, Pneumonia",5,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,34,20, fatigue +  weight_loss,"Diabetes , AIDS",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,20, fatigue +  cough,"Bronchial Asthma, Typhoid, Diabetes ",3,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,38,22,29, muscle_wasting +  patches_in_throat,"AIDS, Hypothyroidism, Common Cold",1,7
(vertigo) Paroymsal  Positional Vertigo,28,17,33,26,34,20, chills +  cough,"Pneumonia, Hepatitis C, (vertigo) Paroymsal  Positional Vertigo",8,7
Acne,24,31,3,35,12,20,itching +  skin_rash,"Fungal infection, Cervical spondylosis, AIDS",4,7
Acne,24,31,3,35,12,20, joint_pain +  vomiting,"Hepatitis D, Malaria, Psoriasis",1,7
Acne,22,3,40,19,12,20,itching +  skin_rash,"Chicken pox, Hepatitis E, Allergy",8,7
Acne,24,3,40,19,12,20, joint_pain +  vomiting,"hepatitis A, Osteoarthristis, Tuberculosis",5,7
Acne,24,31,40,19,12,20, skin_rash +  high_fever,"Impetigo, Hepatitis C, hepatitis A",1,7
Acne,24,31,3,19,12,20, stomach_pain +  acidity,"GERD, Hypoglycemia, AIDS",9,7
Acne,24,31,3,35,12,20, joint_pain +  vomiting,"hepatitis A, Hepatitis C, Drug Reaction",8,7
Acne,24,31,3,19,12,20, chills +  vomiting,"Tuberculosis, Pneumonia, Varicose veins",3,7
Acne,24,31,40,19,12,20, fatigue +  mood_swings,"Hyperthyroidism, Cervical spondylosis, Allergy",0,7
Acne,24,3,40,19,12,20, chills +  vomiting,"Malaria, Allergy, Acne",3,7
Urinary tract infection,4,4,22,7,12,20, joint_pain +  vomiting,"Hepatitis E, Pneumonia, Dimorphic hemmorhoids(piles)",9,7
Urinary tract infection,4,4,22,7,12,20, vomiting +  yellowish_skin,"Alcoholic hepatitis, Varicose veins, Dengue",6,7
Urinary tract infection,2,16,13,19,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Hepatitis E, Hypertension ",5,7
Urinary tract infection,4,16,13,19,12,20, joint_pain +  vomiting,"Hepatitis E, Common Cold, Hypoglycemia",6,7
Urinary tract infection,4,4,13,19,12,20,itching +  vomiting,"Jaundice, Hepatitis C, Cervical spondylosis",0,7
Urinary tract infection,4,4,22,19,12,20, pus_filled_pimples +  blackheads,"Acne, Impetigo, Fungal infection",5,7
Urinary tract infection,4,4,22,7,12,20, stomach_pain +  acidity,"GERD, hepatitis A",3,7
Urinary tract infection,4,4,13,19,12,20, headache +  chest_pain,"Hypertension , Varicose veins, Dengue",4,7
Urinary tract infection,2,16,13,19,12,20,itching +  skin_rash,"Drug Reaction, Chicken pox, Hypothyroidism",1,7
Urinary tract infection,4,4,13,19,12,20, joint_pain +  vomiting,"Hepatitis D, Common Cold, Drug Reaction",5,7
Psoriasis,24,20,42,36,27,15, fatigue +  cough,"Bronchial Asthma, hepatitis A, (vertigo) Paroymsal  Positional Vertigo",7,7
Psoriasis,24,20,42,36,27,15, vomiting +  sunken_eyes,"Gastroenteritis, Dengue, Hepatitis C",7,7
Psoriasis,15,34,41,37,15,20, fatigue +  weight_loss,"Diabetes , hepatitis A, Gastroenteritis",5,7
Psoriasis,24,34,41,37,15,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Osteoarthristis, Hypothyroidism",6,7
Psoriasis,24,20,41,37,15,20, joint_pain +  vomiting,"Hepatitis D, Hypothyroidism, Hypertension ",8,7
Psoriasis,24,20,42,37,15,20, headache +  chest_pain,"Hypertension , Osteoarthristis, Fungal infection",6,7
Psoriasis,24,20,42,36,15,20, continuous_sneezing +  chills,"Common Cold, Impetigo, hepatitis A",4,7
Psoriasis,24,20,42,36,27,20, vomiting +  dehydration,"Gastroenteritis, Malaria, Urinary tract infection",4,7
Psoriasis,24,20,42,36,27,15,itching +  skin_rash,"Chicken pox, Diabetes , Acne",4,7
Psoriasis,24,20,42,36,27,15, chills +  vomiting,"Malaria, Drug Reaction, Alcoholic hepatitis",9,7
Impetigo,24,18,4,33,35,20,itching +  vomiting,"Jaundice, Pneumonia, Alcoholic hepatitis",0,7
Impetigo,24,18,4,33,35,20, chest_pain +  dizziness,"Hypertension , Hepatitis D, Alcoholic hepatitis",6,7
Impetigo,13,5,38,47,12,20, cough +  high_fever,"Bronchial Asthma, Acne, Chronic cholestasis",2,7
Impetigo,24,5,38,47,12,20, muscle_weakness +  stiff_neck,"Arthritis, Common Cold",4,7
Impetigo,24,5,38,47,12,20, fatigue +  cold_hands_and_feets,"Hypothyroidism, Varicose veins, Bronchial Asthma",4,7
Impetigo,24,18,38,47,12,20, vomiting +  yellowish_skin,"Chronic cholestasis, Heart attack, Hypertension ",0,7
Impetigo,24,18,4,47,12,20, headache +  chest_pain,"Hypertension , Drug Reaction, Hepatitis B",3,7
Impetigo,24,18,4,33,12,20,itching +  skin_rash,"Chicken pox, Hepatitis B",5,7
Impetigo,24,18,4,33,35,20, constipation +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), hepatitis A, Peptic ulcer diseae",2,7
Impetigo,24,5,38,47,12,20, shivering +  chills,"Allergy, Hypertension , Cervical spondylosis",4,7
Fungal infection,33,35,35,11,12,20, fatigue +  yellowish_skin,"Hepatitis C, Cervical spondylosis, Arthritis",5,7
Fungal infection,24,27,18,19,12,20,itching +  fatigue,"Hepatitis B, Drug Reaction, Dimorphic hemmorhoids(piles)",0,7
Fungal infection,33,27,18,19,12,20, skin_rash +  chills,"Dengue, Heart attack, Hyperthyroidism",2,7
Fungal infection,33,35,18,19,12,20, fatigue +  mood_swings,"Hyperthyroidism, Drug Reaction, Heart attack",3,7
Fungal infection,33,35,35,19,12,20, chest_pain +  dizziness,"Hypertension , Hepatitis D, Alcoholic hepatitis",4,7
Fungal infection,24,27,18,19,12,20, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Chronic cholestasis, Hypertension ",0,7
Fungal infection,33,27,18,19,12,20, acidity +  indigestion,"Migraine, Alcoholic hepatitis, Varicose veins",5,7
Fungal infection,33,35,18,19,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Hepatitis E, Hypertension ",5,7
Fungal infection,33,35,35,19,12,20, joint_pain +  vomiting,"Hepatitis D, Malaria, Drug Reaction",5,7
Fungal infection,33,35,35,11,12,20, vomiting +  indigestion,"Peptic ulcer diseae, Common Cold, Osteoarthristis",1,7
Allergy,8,33,11,45,12,20, fatigue +  cough,"Bronchial Asthma, Migraine, Osteoarthristis",3,7
Allergy,23,9,50,19,12,20, skin_rash +  high_fever,"Impetigo, Dimorphic hemmorhoids(piles)",5,7
Allergy,8,9,50,19,12,20, stomach_pain +  acidity,"GERD, Hepatitis B, (vertigo) Paroymsal  Positional Vertigo",4,7
Allergy,8,33,50,19,12,20, skin_rash +  chills,"Dengue, Drug Reaction, Varicose veins",6,7
Allergy,8,33,11,19,12,20, chills +  fatigue,"Pneumonia, Gastroenteritis, Arthritis",0,7
Allergy,23,9,50,19,12,20, acidity +  indigestion,"Migraine, Allergy, Gastroenteritis",0,7
