disease,symptom_1,symptom_2,symptom_3,symptom_4,symptom_5,symptom_6,symptom_set,possible_diseases,differentiating_factor
Chicken pox,itching, fatigue, lethargy, high_fever, headache, loss_of_appetite, chills +  fatigue,"Pneumonia, Hypothyroidism, Acne",PCR confirmation
Chicken pox,itching, skin_rash, lethargy, high_fever, headache, loss_of_appetite, vomiting +  breathlessness,"Heart attack, Paralysis (brain hemorrhage), GERD",Breathlessness
Chicken pox,itching, skin_rash, fatigue, high_fever, headache, loss_of_appetite, skin_rash +  joint_pain,"Psoriasis, hepatitis A, Jaundice",CBC test
Chicken pox,itching, skin_rash, fatigue, lethargy, headache, loss_of_appetite, fatigue +  cough,"Bronchial Asthma, Gastroenteritis, Hyperthyroidism",PCR confirmation
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, loss_of_appetite, joint_pain +  knee_pain,"Osteoarthristis, hepatitis A, Urinary tract infection",Oxygen saturation
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, skin_rash +  chills,"Dengue, Urinary tract infection, Alcoholic hepatitis",Oxygen saturation
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, chills +  vomiting,"Typhoid, Bronchial Asthma, hepatitis A",PCR confirmation
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache,itching +  skin_rash,"Fungal infection, Arthritis, Common Cold",Inflammatory markers
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, continuous_sneezing +  shivering,"Allergy, GERD, (vertigo) Paroymsal  Positional Vertigo",PCR confirmation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Gastroenteritis, Hyperthyroidism",PCR confirmation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, joint_pain +  neck_pain,"Osteoarthristis, AIDS, Migraine",PCR confirmation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, patches_in_throat +  high_fever,"AIDS, Hepatitis B, Hyperthyroidism",Oxygen saturation
Dengue, chills, joint_pain, vomiting, fatigue, high_fever, headache, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Migraine, Gastroenteritis",CBC test
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever, headache, skin_rash +  pus_filled_pimples,"Acne, Varicose veins, Hepatitis C",PCR confirmation
Dengue, skin_rash, chills, vomiting, fatigue, high_fever, headache, muscle_wasting +  patches_in_throat,"AIDS, Fungal infection, Tuberculosis",Platelet count
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever, headache, skin_rash +  joint_pain,"Psoriasis, Drug Reaction, Cervical spondylosis",Symptom duration
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever, headache,itching +  skin_rash,"Fungal infection, Heart attack, Acne",PCR confirmation
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, headache, back_pain +  weakness_in_limbs,"Cervical spondylosis, Common Cold",CBC test
Typhoid, chills, vomiting, fatigue, high_fever, nausea, constipation, chills +  vomiting,"Malaria, Alcoholic hepatitis, Typhoid",Oxygen saturation
Typhoid, chills, vomiting, fatigue, high_fever, headache, constipation, fatigue +  yellowish_skin,"Hepatitis C, Acne, (vertigo) Paroymsal  Positional Vertigo",Platelet count
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  vomiting,"Malaria, Dengue, Cervical spondylosis",PCR confirmation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  vomiting,"Malaria, Hepatitis D, Tuberculosis",Platelet count
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, stomach_pain +  acidity,"GERD, Hypoglycemia, Malaria",Platelet count
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea,itching +  vomiting,"Chronic cholestasis, Varicose veins, Cervical spondylosis",Breathlessness
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  fatigue,"Typhoid, Hepatitis C, Malaria",Oxygen saturation
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, muscle_weakness +  stiff_neck,"Arthritis, Paralysis (brain hemorrhage), Acne",CBC test
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, chills +  vomiting,"Tuberculosis, Varicose veins, Peptic ulcer diseae",CBC test
Typhoid, chills, fatigue, high_fever, headache, nausea, constipation, joint_pain +  vomiting,"hepatitis A, Hyperthyroidism, (vertigo) Paroymsal  Positional Vertigo",Oxygen saturation
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite,itching +  skin_rash,"Fungal infection, Arthritis, Peptic ulcer diseae",Rash pattern
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite,itching +  fatigue,"Hepatitis B, Diabetes , Hepatitis C",Breathlessness
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, muscle_weakness +  stiff_neck,"Arthritis, Hepatitis C, Jaundice",PCR confirmation
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, joint_pain +  vomiting,"hepatitis A, Typhoid, Hepatitis E",Inflammatory markers
hepatitis A, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite, abdominal_pain, fatigue +  cough,"Bronchial Asthma, Hepatitis C, Hepatitis E",CBC test
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, skin_rash +  joint_pain,"Psoriasis, Hyperthyroidism, Hepatitis E",Symptom duration
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, joint_pain +  vomiting,"hepatitis A, Hypothyroidism, Chronic cholestasis",Oxygen saturation
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, abdominal_pain, joint_pain +  vomiting,"Hepatitis D, Hypoglycemia, GERD",Travel history
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite,itching +  vomiting,"Chronic cholestasis, Peptic ulcer diseae, Hypothyroidism",Rash pattern
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, back_pain +  weakness_in_limbs,"Cervical spondylosis, Diabetes , Hepatitis D",Rash pattern
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, vomiting +  sunken_eyes,"Gastroenteritis, GERD, Osteoarthristis",Oxygen saturation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, fatigue +  weight_loss,"Diabetes , Chronic cholestasis, Hypoglycemia",Breathlessness
Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, muscle_weakness +  stiff_neck,"Arthritis, Migraine, Hepatitis E",CBC test
Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain,itching +  vomiting,"Jaundice, Hyperthyroidism, Chicken pox",Travel history
Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, fatigue +  weight_loss,"Diabetes , Hepatitis D, Hepatitis E",Chest pain pattern
Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, skin_rash +  joint_pain,"Psoriasis, Drug Reaction, Varicose veins",Oxygen saturation
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, joint_pain +  vomiting,"Hepatitis E, Hepatitis B, (vertigo) Paroymsal  Positional Vertigo",Platelet count
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain,itching +  vomiting,"Jaundice, Arthritis",Platelet count
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, vomiting +  dehydration,"Gastroenteritis, Impetigo, Cervical spondylosis",CBC test
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite,itching +  skin_rash,"Chicken pox, Osteoarthristis, Psoriasis",CBC test
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history, nausea, chills +  vomiting,"Malaria, Dimorphic hemmorhoids(piles), Diabetes ",Platelet count
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, pain_during_bowel_movements +  pain_in_anal_region,"Dimorphic hemmorhoids(piles), Hypothyroidism, Bronchial Asthma",PCR confirmation
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, nausea, continuous_sneezing +  shivering,"Allergy, Hypoglycemia, Chicken pox",Platelet count
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history, nausea, skin_rash +  blackheads,"Acne, (vertigo) Paroymsal  Positional Vertigo, Hyperthyroidism",PCR confirmation
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history, nausea, vomiting +  fatigue,"Hypoglycemia, Urinary tract infection, Migraine",PCR confirmation
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history, nausea, muscle_wasting +  patches_in_throat,"AIDS, (vertigo) Paroymsal  Positional Vertigo, Urinary tract infection",Platelet count
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history, nausea, vomiting +  breathlessness,"Heart attack, Dengue, Cervical spondylosis",Platelet count
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, nausea, vomiting +  headache,"(vertigo) Paroymsal  Positional Vertigo, Varicose veins, Common Cold",CBC test
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, chills +  fatigue,"Pneumonia, Hypertension , Dimorphic hemmorhoids(piles)",Platelet count
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history, muscle_wasting +  high_fever,"AIDS, Hepatitis C, Osteoarthristis",Platelet count
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, stomach_pain +  acidity,"GERD, Dengue, Malaria",Platelet count
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, stomach_pain +  acidity,"GERD, AIDS, Fungal infection",Oxygen saturation
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, fatigue +  weight_loss,"Diabetes , Hepatitis B, Impetigo",Inflammatory markers
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, burning_micturition +  bladder_discomfort,"Urinary tract infection, (vertigo) Paroymsal  Positional Vertigo",Platelet count
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, continuous_sneezing +  chills,"Common Cold, Drug Reaction, (vertigo) Paroymsal  Positional Vertigo",Chest pain pattern
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hepatitis E, GERD",PCR confirmation
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, loss_of_appetite, fatigue +  anxiety,"Hypoglycemia, Hepatitis C, Cervical spondylosis",Platelet count
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, AIDS, Paralysis (brain hemorrhage)",PCR confirmation
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea,itching +  skin_rash,"Fungal infection, Osteoarthristis, Typhoid",Rash pattern
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, fatigue +  mood_swings,"Hyperthyroidism, Heart attack, Jaundice",CBC test
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine,itching +  vomiting,"Jaundice, Chronic cholestasis, Drug Reaction",CBC test
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, acidity +  indigestion,"Migraine, Acne, AIDS",Platelet count
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, fatigue +  cramps,"Varicose veins, Drug Reaction, Diabetes ",Rash pattern
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, continuous_sneezing +  chills,"Common Cold, (vertigo) Paroymsal  Positional Vertigo, Bronchial Asthma",Platelet count
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine, nausea, vomiting +  sunken_eyes,"Gastroenteritis, Urinary tract infection, Pneumonia",CBC test
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine, nausea, headache +  chest_pain,"Hypertension , AIDS, Osteoarthristis",Symptom duration
Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, headache +  dizziness,"Hypertension , Hepatitis E, Fungal infection",PCR confirmation
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine, nausea, vomiting +  yellowish_skin,"Alcoholic hepatitis, Chicken pox, Arthritis",CBC test
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, nausea, chills +  vomiting,"Tuberculosis, Acne, Alcoholic hepatitis",CBC test
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, fatigue +  weight_loss,"Diabetes , Urinary tract infection, Typhoid",Platelet count
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, skin_rash +  joint_pain,"Psoriasis, GERD, Typhoid",Oxygen saturation
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, chills +  fatigue,"Pneumonia, Typhoid, Jaundice",Breathlessness
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, constipation +  pain_during_bowel_movements,"Dimorphic hemmorhoids(piles), Hypoglycemia, Drug Reaction",PCR confirmation
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, muscle_wasting +  patches_in_throat,"AIDS, Dimorphic hemmorhoids(piles), Dengue",Breathlessness
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, vomiting +  yellowish_skin,"Alcoholic hepatitis, hepatitis A, Hepatitis C",Platelet count
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload, stomach_pain +  ulcers_on_tongue,"GERD, Arthritis, Alcoholic hepatitis",Oxygen saturation
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption, fluid_overload,itching +  vomiting,"Jaundice, Varicose veins, Arthritis",CBC test
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, fluid_overload, chills +  vomiting,"Typhoid, Cervical spondylosis, Impetigo",Oxygen saturation
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, joint_pain +  vomiting,"hepatitis A, Tuberculosis, Jaundice",Breathlessness
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, skin_rash +  joint_pain,"Psoriasis, Common Cold, Osteoarthristis",Oxygen saturation
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, sunken_eyes +  dehydration,"Gastroenteritis, Fungal infection, Impetigo",Oxygen saturation
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, joint_pain +  knee_pain,"Osteoarthristis, Alcoholic hepatitis, Paralysis (brain hemorrhage)",Symptom duration
Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness,itching +  skin_rash,"Chicken pox, Hepatitis E",Chest pain pattern
Tuberculosis, chills, fatigue, weight_loss, cough, high_fever, breathlessness, skin_rash +  high_fever,"Impetigo, Acne, Varicose veins",Travel history
Tuberculosis, chills, vomiting, weight_loss, cough, high_fever, breathlessness, vomiting +  indigestion,"Peptic ulcer diseae, Diabetes , Hepatitis E",Travel history
Tuberculosis, chills, vomiting, fatigue, cough, high_fever, breathlessness, skin_rash +  joint_pain,"Psoriasis, Dimorphic hemmorhoids(piles), Acne",Breathlessness
Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever, breathlessness, chills +  vomiting,"Typhoid, Pneumonia, Hypothyroidism",PCR confirmation
