disease,description,cause,category,severity,disease_progression,common_complications,prevalence,primary_management
Idiopathic Renal Disorder 134,Idiopathic Renal Disorder 134 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Uncommon,Lifestyle
Primary Renal Disorder 135,Primary Renal Disorder 135 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Neurological complications,Rare,Diagnostics
Secondary Renal Disorder 136,Secondary Renal Disorder 136 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Organ dysfunction,Common,Specialist Referral
Progressive Renal Disorder 137,Progressive Renal Disorder 137 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Secondary infection,Uncommon,Medication
Congenital Renal Disorder 138,Congenital Renal Disorder 138 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Inflammation complications,Rare,Lifestyle
Inflammatory Renal Disorder 139,Inflammatory Renal Disorder 139 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Metabolic imbalance,Common,Diagnostics
Metabolic Renal Disorder 140,Metabolic Renal Disorder 140 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Neurological complications,Uncommon,Specialist Referral
Acute Hepatic Disorder 141,Acute Hepatic Disorder 141 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Organ dysfunction,Rare,Medication
Chronic Hepatic Disorder 142,Chronic Hepatic Disorder 142 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Secondary infection,Common,Lifestyle
Autoimmune Hepatic Disorder 143,Autoimmune Hepatic Disorder 143 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Inflammation complications,Uncommon,Diagnostics
Idiopathic Hepatic Disorder 144,Idiopathic Hepatic Disorder 144 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Metabolic imbalance,Rare,Specialist Referral
Primary Hepatic Disorder 145,Primary Hepatic Disorder 145 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Neurological complications,Common,Medication
Secondary Hepatic Disorder 146,Secondary Hepatic Disorder 146 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Organ dysfunction,Uncommon,Lifestyle
Progressive Hepatic Disorder 147,Progressive Hepatic Disorder 147 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Secondary infection,Rare,Diagnostics
Congenital Hepatic Disorder 148,Congenital Hepatic Disorder 148 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Inflammation complications,Common,Specialist Referral
Inflammatory Hepatic Disorder 149,Inflammatory Hepatic Disorder 149 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Metabolic imbalance,Uncommon,Medication
Metabolic Hepatic Disorder 150,Metabolic Hepatic Disorder 150 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Neurological complications,Rare,Lifestyle
Acute Endocrine Disorder 151,Acute Endocrine Disorder 151 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Organ dysfunction,Common,Diagnostics
Chronic Endocrine Disorder 152,Chronic Endocrine Disorder 152 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Secondary infection,Uncommon,Specialist Referral
Autoimmune Endocrine Disorder 153,Autoimmune Endocrine Disorder 153 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Inflammation complications,Rare,Medication
Idiopathic Endocrine Disorder 154,Idiopathic Endocrine Disorder 154 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Metabolic imbalance,Common,Lifestyle
Primary Endocrine Disorder 155,Primary Endocrine Disorder 155 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Neurological complications,Uncommon,Diagnostics
Secondary Endocrine Disorder 156,Secondary Endocrine Disorder 156 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Organ dysfunction,Rare,Specialist Referral
Progressive Endocrine Disorder 157,Progressive Endocrine Disorder 157 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Secondary infection,Common,Medication
Congenital Endocrine Disorder 158,Congenital Endocrine Disorder 158 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Inflammation complications,Uncommon,Lifestyle
Inflammatory Endocrine Disorder 159,Inflammatory Endocrine Disorder 159 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Metabolic imbalance,Rare,Diagnostics
Metabolic Endocrine Disorder 160,Metabolic Endocrine Disorder 160 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Neurological complications,Common,Specialist Referral
Acute Gastro Disorder 161,Acute Gastro Disorder 161 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Organ dysfunction,Uncommon,Medication
Chronic Gastro Disorder 162,Chronic Gastro Disorder 162 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Secondary infection,Rare,Lifestyle
Autoimmune Gastro Disorder 163,Autoimmune Gastro Disorder 163 affects related physiological systems and may present with characteristic symptom clusters.,Genetic,Neurology,High,Chronic condition requiring long-term management,Inflammation complications,Common,Diagnostics
Idiopathic Gastro Disorder 164,Idiopathic Gastro Disorder 164 affects related physiological systems and may present with characteristic symptom clusters.,Lifestyle,Endocrine,Critical,Potentially severe if untreated,Metabolic imbalance,Uncommon,Specialist Referral
Primary Gastro Disorder 165,Primary Gastro Disorder 165 affects related physiological systems and may present with characteristic symptom clusters.,Autoimmune,Respiratory,Low,Acute onset may resolve with care,Neurological complications,Rare,Medication
Secondary Gastro Disorder 166,Secondary Gastro Disorder 166 affects related physiological systems and may present with characteristic symptom clusters.,Unknown,GI,Moderate,Progressive condition needing monitoring,Organ dysfunction,Common,Lifestyle
Progressive Gastro Disorder 167,Progressive Gastro Disorder 167 affects related physiological systems and may present with characteristic symptom clusters.,Metabolic,Renal,High,Chronic condition requiring long-term management,Secondary infection,Uncommon,Diagnostics
Congenital Gastro Disorder 168,Congenital Gastro Disorder 168 affects related physiological systems and may present with characteristic symptom clusters.,Environmental,Autoimmune,Critical,Potentially severe if untreated,Inflammation complications,Rare,Specialist Referral
Inflammatory Gastro Disorder 169,Inflammatory Gastro Disorder 169 affects related physiological systems and may present with characteristic symptom clusters.,Viral,Infectious,Low,Acute onset may resolve with care,Metabolic imbalance,Common,Medication
Metabolic Gastro Disorder 170,Metabolic Gastro Disorder 170 affects related physiological systems and may present with characteristic symptom clusters.,Bacterial,Cardiovascular,Moderate,Progressive condition needing monitoring,Neurological complications,Uncommon,Lifestyle
