disease,category,severity,text_chunk,chunk_length
Idiopathic Dermatologic Syndrome 74,Cardiovascular,Moderate,"Disease: Idiopathic Dermatologic Syndrome 74
Description: Idiopathic Dermatologic Syndrome 74 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",401
Primary Dermatologic Syndrome 75,Neurology,High,"Disease: Primary Dermatologic Syndrome 75
Description: Primary Dermatologic Syndrome 75 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",397
Secondary Dermatologic Syndrome 76,Endocrine,Critical,"Disease: Secondary Dermatologic Syndrome 76
Description: Secondary Dermatologic Syndrome 76 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",391
Progressive Dermatologic Syndrome 77,Respiratory,Low,"Disease: Progressive Dermatologic Syndrome 77
Description: Progressive Dermatologic Syndrome 77 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",390
Congenital Dermatologic Syndrome 78,Gi,Moderate,"Disease: Congenital Dermatologic Syndrome 78
Description: Congenital Dermatologic Syndrome 78 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",390
Inflammatory Dermatologic Syndrome 79,Renal,High,"Disease: Inflammatory Dermatologic Syndrome 79
Description: Inflammatory Dermatologic Syndrome 79 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",400
Metabolic Dermatologic Syndrome 80,Autoimmune,Critical,"Disease: Metabolic Dermatologic Syndrome 80
Description: Metabolic Dermatologic Syndrome 80 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",407
Acute Hematologic Syndrome 81,Infectious,Low,"Disease: Acute Hematologic Syndrome 81
Description: Acute Hematologic Syndrome 81 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",364
Chronic Hematologic Syndrome 82,Cardiovascular,Moderate,"Disease: Chronic Hematologic Syndrome 82
Description: Chronic Hematologic Syndrome 82 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",391
Autoimmune Hematologic Syndrome 83,Neurology,High,"Disease: Autoimmune Hematologic Syndrome 83
Description: Autoimmune Hematologic Syndrome 83 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Inflammation Complications
Primary Management: Diagnostics",405
Idiopathic Hematologic Syndrome 84,Endocrine,Critical,"Disease: Idiopathic Hematologic Syndrome 84
Description: Idiopathic Hematologic Syndrome 84 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Metabolic Imbalance
Primary Management: Specialist Referral",391
Primary Hematologic Syndrome 85,Respiratory,Low,"Disease: Primary Hematologic Syndrome 85
Description: Primary Hematologic Syndrome 85 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Neurological Complications
Primary Management: Medication",385
Secondary Hematologic Syndrome 86,Gi,Moderate,"Disease: Secondary Hematologic Syndrome 86
Description: Secondary Hematologic Syndrome 86 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Organ Dysfunction
Primary Management: Lifestyle",381
Progressive Hematologic Syndrome 87,Renal,High,"Disease: Progressive Hematologic Syndrome 87
Description: Progressive Hematologic Syndrome 87 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Secondary Infection
Primary Management: Diagnostics",394
Congenital Hematologic Syndrome 88,Autoimmune,Critical,"Disease: Congenital Hematologic Syndrome 88
Description: Congenital Hematologic Syndrome 88 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Inflammation Complications
Primary Management: Specialist Referral",405
Inflammatory Hematologic Syndrome 89,Infectious,Low,"Disease: Inflammatory Hematologic Syndrome 89
Description: Inflammatory Hematologic Syndrome 89 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Metabolic Imbalance
Primary Management: Medication",384
Metabolic Hematologic Syndrome 90,Cardiovascular,Moderate,"Disease: Metabolic Hematologic Syndrome 90
Description: Metabolic Hematologic Syndrome 90 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Neurological Complications
Primary Management: Lifestyle",400
Acute Musculoskeletal Syndrome 91,Neurology,High,"Disease: Acute Musculoskeletal Syndrome 91
Description: Acute Musculoskeletal Syndrome 91 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Common
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Organ Dysfunction
Primary Management: Diagnostics",392
Chronic Musculoskeletal Syndrome 92,Endocrine,Critical,"Disease: Chronic Musculoskeletal Syndrome 92
Description: Chronic Musculoskeletal Syndrome 92 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Uncommon
Disease Progression: Potentially Severe If Untreated
Common Complications: Secondary Infection
Primary Management: Specialist Referral",397
Autoimmune Musculoskeletal Syndrome 93,Respiratory,Low,"Disease: Autoimmune Musculoskeletal Syndrome 93
Description: Autoimmune Musculoskeletal Syndrome 93 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Rare
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Inflammation Complications
Primary Management: Medication",397
Idiopathic Musculoskeletal Syndrome 94,Gi,Moderate,"Disease: Idiopathic Musculoskeletal Syndrome 94
Description: Idiopathic Musculoskeletal Syndrome 94 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Common
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Metabolic Imbalance
Primary Management: Lifestyle",391
Primary Musculoskeletal Syndrome 95,Renal,High,"Disease: Primary Musculoskeletal Syndrome 95
Description: Primary Musculoskeletal Syndrome 95 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Metabolic
Category: Renal
Severity: High
Prevalence: Uncommon
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Neurological Complications
Primary Management: Diagnostics",405
Secondary Musculoskeletal Syndrome 96,Autoimmune,Critical,"Disease: Secondary Musculoskeletal Syndrome 96
Description: Secondary Musculoskeletal Syndrome 96 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Environmental
Category: Autoimmune
Severity: Critical
Prevalence: Rare
Disease Progression: Potentially Severe If Untreated
Common Complications: Organ Dysfunction
Primary Management: Specialist Referral",400
Progressive Musculoskeletal Syndrome 97,Infectious,Low,"Disease: Progressive Musculoskeletal Syndrome 97
Description: Progressive Musculoskeletal Syndrome 97 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Viral
Category: Infectious
Severity: Low
Prevalence: Common
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Secondary Infection
Primary Management: Medication",388
Congenital Musculoskeletal Syndrome 98,Cardiovascular,Moderate,"Disease: Congenital Musculoskeletal Syndrome 98
Description: Congenital Musculoskeletal Syndrome 98 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Bacterial
Category: Cardiovascular
Severity: Moderate
Prevalence: Uncommon
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Inflammation Complications
Primary Management: Lifestyle",414
Inflammatory Musculoskeletal Syndrome 99,Neurology,High,"Disease: Inflammatory Musculoskeletal Syndrome 99
Description: Inflammatory Musculoskeletal Syndrome 99 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Genetic
Category: Neurology
Severity: High
Prevalence: Rare
Disease Progression: Chronic Condition Requiring Long-Term Management
Common Complications: Metabolic Imbalance
Primary Management: Diagnostics",406
Metabolic Musculoskeletal Syndrome 100,Endocrine,Critical,"Disease: Metabolic Musculoskeletal Syndrome 100
Description: Metabolic Musculoskeletal Syndrome 100 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Lifestyle
Category: Endocrine
Severity: Critical
Prevalence: Common
Disease Progression: Potentially Severe If Untreated
Common Complications: Neurological Complications
Primary Management: Specialist Referral",408
Acute Respiratory Disorder 101,Respiratory,Low,"Disease: Acute Respiratory Disorder 101
Description: Acute Respiratory Disorder 101 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Autoimmune
Category: Respiratory
Severity: Low
Prevalence: Uncommon
Disease Progression: Acute Onset May Resolve With Care
Common Complications: Organ Dysfunction
Primary Management: Medication",376
Chronic Respiratory Disorder 102,Gi,Moderate,"Disease: Chronic Respiratory Disorder 102
Description: Chronic Respiratory Disorder 102 Affects Related Physiological Systems And May Present With Characteristic Symptom Clusters.
Cause: Unknown
Category: Gi
Severity: Moderate
Prevalence: Rare
Disease Progression: Progressive Condition Needing Monitoring
Common Complications: Secondary Infection
Primary Management: Lifestyle",377
